,Sentences_from,Sentences_to,Translated_sentences,BLEU
242,Emulator komputera ZX Spectrum z lat 80 i jego klonów,Emulator of the 1980s ZX Spectrum home computer and its various clones,ZX Spectrum computer emulator from the 80s and its clones,0.0
243,Brak dostępu do zgłoszenia o błędzie.,You are not allowed to access this problem report.,No access to the bug report.,0.0
244,Generator kombinacji gry Su Doku z opcją rozwiązania zadania oraz wykonywaniem zrzutów do PDF,"GNUDoQ, Su Doku generator and solver.",Su Doku combination generator with option to solve a task and take screenshots to PDF,0.0
245,Należy przenieść ~a na dwójkę pik.,Move ~a onto the two of spades.,Move ~a to two spades.,0.0
246,Powiadamia o nadejściu nowej poczty Gmail,Notify the arrival of new mail on Gmail,Notifies you when new Gmail arrives,0.0
247,Narzędzie graficzne do projektowania i symulacji cyfrowych układów logicznych,Graphical tool for designing and simulating logic circuits,Graphic tool for designing and simulating digital logic circuits,0.525
248,Tworzy i edytuje schematy i symbole elektryczne za pomocą gschem,Create and edit electrical schematics and symbols with gschem,Creates and edits electrical diagrams and symbols with gschem,0.33
249,"Odczyt, konwersja i manipulacja zdjęciami z aparatów cyfrowych","Read, manipulate and convert digital camera raw-images","Reading, converting and manipulating photos from digital cameras",0.0
250,"Odczyt, przechwytywanie oraz nadawanie strumieni multimedialnych","Read, capture, broadcast your multimedia streams","Read, capture and broadcast multimedia streams",0.0
251,Edytor tekstu presage z funkcją przewidywania wyrazów,Predictive text editor powered by presage,Presage text editor with word prediction,0.0
252,Narzędzie do łączenia obrazów w panoramę,A tool to assemble images as a panorama,Tool to combine images into a panorama,0.0
253,Oblicza temperaturę topnienia dupleksów kwasów nukleinowych,"""Computes the melting temperature for a nucleic acid duplex.""",Calculates the melting point of nucleic acid duplexes,0.0
254,"Fantazyjny, animowany program do robienia zdjęć kamerką internetową",Fancy-looking animated application for taking photos from webcam,A fancy animated program for taking pictures with a webcam,0.0
255,"%s jest wolnym oprogramowaniem; można go rozprowadzać dalej i/lub modyfikować na warunkach Powszechnej Licencji Publicznej GNU, wydanej przez Fundację Wolnego Oprogramowania - według wersji %d tej Licencji lub którejś z późniejszych wersji.","%s is free software; you can redistribute it and/or modify it under the terms of the GNU General Public License as published by the Free Software Foundation; either version %d of the License, or (at your option) any later version.","%s is free software; it can be further distributed and/or modified under the terms of the GNU General Public License, issued by the Free Software Foundation - according to version %d of this License or any of the later versions.",0.414
256,Kanał %2d: Niezapisane zdarzenie : %5d,Channel %2d: Note Off event: %5d,Channel %2d: Unsaved Event : %5d,0.0
257,Framework do kontroli silników przeglądarek internetowych,"Fast, small, webkit based micro-browser extensible by Lua",Framework for controlling web browser engines,0.0
258,Należy przenieść ~a na dziesiątkę pik.,Move ~a onto the ten of spades.,Move ~a to ten peaks.,0.0
259,Dziel się danymi za pomocą protokołu HTTP,Shares files using the HTTP protocol,Share data with HTTP,0.0
260,"-i, --info : wypisuj pewne otrzymane zdarzenia","-i, --info : print certain received events","-i, --info : list some received events",0.0
261,Wirtualna Maszyna z kompilatorem JIT CPU. Maksymalna prędkość!,Virtual Machine with JIT CPU compiler for max speed,Virtual Machine with JIT CPU compiler. Maximum speed!,0.61
262,Należy przenieść ~a na szóstkę pik.,Move ~a onto the six of spades.,Move ~a to the six spades.,0.0
263,Graficzny interfejs do budowy UIMA CPE,Graphical interface to build UIMA CPE,Graphical interface for building UIMA CPE,0.0
264,Integrated Development Environment (Pick Session to start with),Integrated Development Environment (Pick Session to start with),Integrated Development Environment (Pick Session to start with),1.0
265,Program dla dzieci do nauki obsługi myszy,Teach kids to move the mouse,A program for children to learn how to use a mouse,0.0
266,Edytor biblioteki mebli w 3D programu Sweet Home,Sweet Home 3D Furniture Library Editor,Furniture library editor in 3D by Sweet Home,0.0
267,Aktualizacja %s z pomocą fully symbolic stack trace,Update %s with fully symbolic stack trace,%s update with fully symbolic stack trace,0.669
268,%s: błąd grupowania wyrażeń regularnych: nieprawidłowa ilość elementów pomiędzy {},%s: Regex grouping error: Invalid number of items between {},%s: Regular expression grouping error: invalid number of elements between {},0.434
269,"Kontroler wyjścia Video, kart graficznych NVidia",Control the TV output of NVidia video cards,"Video Output Controller, NVidia Graphics Cards",0.0
270,"Pozwala na organizację i zarządzanie kolekcjami filmów, gier, książek, muzyki itp.","Manage your collections of movies, games, books, music and more","It allows you to organize and manage collections of movies, games, books, music, etc.",0.372
271,Przypisy i katalogowanie w sieci cyfrowych plików wideo,"Annotate Digital Video, Exchange on the NEt",Assigning and cataloging digital video files on a network,0.0
272,Czas na świecie oraz CW ID dla operatorów Ham Radio,World Clock and CW ID for Ham Radio Operators,World Time and CW ID for Ham Radio Operators,0.751
273,Terminal sieciowy z funkcją zapisu danych,A serial terminal optimized for logging and file capture,Network terminal with data storage function,0.0
274,"Bogaty, legalny, darmowy zestaw funkcji matematyczych do analizy, modelowania i przetwarzania danych",Scientific software package for numerical computations,"Rich, legitimate, free set of math features for data analysis, modeling and processing",0.0
275,Program wydaje polecenia dla systemu operacyjnego przy pomocy ruchów kursora myszy,Control your desktop using mouse gestures,The program issues commands for the operating system using mouse cursor movements,0.0
276,polecenie powinno mieć nazwę arecord albo aplay,command should be named either arecord or aplay,the command should be named arecord or aplay,0.5
277,"Tworzy i edytuje prezentacje slajdów na potrzeby szkoleń i stron internetowych, za pomocą serwisu internetowego Zoho","Create and edit presentations for slideshows, meeting and Web pages using Zoho web services.",Creates and edits slide presentations for training and websites using the Zoho website,0.0
278,Łatwy w użyciu system kontroli wersji oprogramowania,Easy to use distributed version control system,Easy-to-use software version control system,0.0
279,Skaluj i obracaj zdjęcia kilkoma kliknięciami,Reduce and rotate images in three-four clicks.,Scale and rotate photos in just a few clicks,0.0
280,Interfejs GNOME do zarządzania Twoją kolekcją komiksów,A GNOME interface for managing your comic book collection,GNOME interface to manage your comic book collection,0.355
281,"Pobiera wiadomości RSS, podcasty i blogi wideo","Aggregates rss feeds, podcasts, and video blogs","Downloads RSS news, podcasts and video blogs",0.435
282,Narzędzie do łączenia się z sieciami bezprzewodowymi,Tool for connecting to wireless networks,Tool to connect to wireless networks,0.0
283,Nie można ustawić parametrów hw dla odtwarzania: %s,Unable to set hw params for playback: %s,Unable to set hw parameters for playback: %s,0.5
284,"Gdy brakuje zszywacza, można użyć zszywki i linijki","When without a stapler, a staple and a ruler will work","When the staphyr is missing, you can use a staples and ruler",0.0
285,Bezpłatna i łatwa księgowość osobista dla każdego.,"Free, easy, personal accounting for everyone.",Free and easy personal accounting for everyone.,0.673
286,Pozostawienie pliku zgłoszenia w celu późniejszego wysłania lub skopiowania,&Keep report file for sending later or copying to somewhere else,Leave the request file for later sending or copying,0.0
287,"nie można odtworzyć formatu pliku WAVE 0x%04x, który nie jest zakodowany jako PCM lub FLOAT",can't play WAVE-file format 0x%04x which is not PCM or FLOAT encoded,cannot play a WAVE 0x%04x file format that is not encoded as PCM or FLOAT,0.0
288,Wysyła zdjęcia i pliki wideo do galerii,Upload pictures and videos to Gallery,Sends photos and videos to the gallery,0.0
289,"Pozwala zarządzać obrazami dysków w formatach ISO, IMG, BIN, MDF oraz NRG","Manage ISO, IMG, BIN, MDF and NRG images","Manages ISO, IMG, BIN, MDF and NRG disk images",0.624
290,"Wizualizuje dane naukowe, inżynierskie i analizy","Visualize scientific, engineering and analytical data","Visualizes scientific, engineering and analysis data",0.0
291,Narzędzie graficzne do analizy danych elektrofizjologicznych,Graphical utility for analyzing electrophysiological data,Graphical tool for electrophysiological data analysis,0.0
292,"Sugeruje nowe pakiety, kiedy urządzenia są podłączane",Suggest new packages when hardware devices are plugged in,Suggests new packages when devices are plugged in,0.432
293,Przeglądanie usług Zeroconf dostępnych w sieci,Browse for Zeroconf services available on your network,Browse Zeroconf services available on the web,0.366
294,Administracja i tworzenie baz danych Sqlite3,Administer and develop your Sqlite3 databases,Administration and creation of Sqlite3 databases,0.0
295,Nie można ustawić parametrów sw dla odtwarzania: %s,Unable to set sw params for playback: %s,Cannot set sw parameters for playback: %s,0.0
296,Interaktywne narzędzie do nauki i symulacji zjawisk optycznych,Interactive tool to study and simulate optic assemblies,Interactive tool for learning and simulating optical phenomena,0.0
297,Graj na 39 tangramach ponad 18 000 figur,"Play with 39 tangram and more 18,000 figures","Play 39 tangrames over 18,000 figures",0.0
298,"Ubuntu może zbierać anonimowe informacje, które pomagają programistom w jego ulepszaniu. Wszystkie zbierane informacje podlegają naszej polityce prywatności.",Ubuntu can collect anonymous information that helps developers improve it. All information collected is covered by our privacy policy.,Ubuntu may collect anonymous information that helps developers improve it. All information collected is subject to our privacy policy.,0.686
299,Narzędzie KDE do masowej zmiany nazw plików i katalogów,A batch renaming tool for KDE,KDE tool for mass renaming of files and directories,0.0
300,Nazwa pliku zawierającego grafikę dla kart.,The name of the file with the graphics for the cards.,The name of the file that contains the graphics for the tabs.,0.537
301,Wyświetla i modyfikuje konfigurację lokalnego serwera dźwięku,View and modify the configuration of the local sound server,Displays and modifies the local sound server configuration,0.291
302,"nieznana długość rozszerzenia fragmentu 'fmt ' (przeczytano %u, powinno być co najmniej %u)","unknown length of extensible 'fmt ' chunk (read %u, should be %u at least)","unknown extension length of 'fmt ' (%u read, should be at least %u)",0.0
303,Zapisywanie obrazów wektorowych z okna aplikacji,Save vector images of application windows,Saving vector images from the application window,0.0
304,Należy umieścić coś w pustym miejscu tableau.,Move something onto an empty tableau slot.,Put something in the empty place of the tableau.,0.0
305,Monitory nie dadzą ci witaminy D - w przeciwieństwie do słońca...,Monitors won't give you Vitamin D -- but sunlight will...,Monitors won't give you vitamin D – unlike the sun...,0.526
306,Narzędzie do ekstremalnego przeciągania dźwięku (np. 50x),suitable for extreme sound stretching of audio (like 50x),Extreme audio dragging tool (e.g. 50x),0.0
307,"Pozwala na wykonywanie obliczeń arytmetycznych, naukowych czy finansowych","Perform arithmetic, scientific or financial calculations","Allows you to perform arithmetic, scientific or financial calculations",0.607
308,Należy umieścić dziesiątkę pik obok dziewiątki pik.,Place the ten of spades next to the nine of spades.,Place the ten peaks next to the nine peaks.,0.339
309,"Konflikt - ""a"" i ""w"" wykluczają się wzajemnie.",Conflict 'a' and 'w' perms are mutually exclusive.,"Conflict - ""a"" and ""w"" are mutually exclusive.",0.5
310,Telefon (Softphone) obsługujący protokoły SIP oraz IAX 2,Call and receive calls with SIP or IAX protocols,Softphone supporting SIP and IAX 2 protocols,0.0
311,"Planszowa, sieciowa gra strategiczna, obsługująca nawet do czterech graczy",Up to four player network capable turn based strategy board game,"A board, online strategy game that supports up to four players",0.0
312,Graj w gry z Nintendo Game Boy Advance,Play Nintendo Game Boy Advance games,Play games with Nintendo Game Boy Advance,0.476
313,Rozproszony klient IRC z centralnym rdzeniem,Distributed IRC client with central core component,Distributed IRC client with central core,0.809
314,Binarny sterownik nVidia X.Org (wersja 96),NVidia binary X.Org driver ('version 96' driver),nVidia X.Org Binary Driver (v96),0.0
315,Sensor barw do pobierania próbek koloru,Use the color sensor to sample spot colors,Color sensor for color sampling,0.0
316,"Spraw by twoje zdjęcia lśniły - automatyczne poziomy gamma, kontrastu, nasycenia","Make your photos shine - auto gamma levels, contrast, saturation","Make your photos shine - automatic levels of gamma, contrast, saturation",0.341
317,Należy przenieść ~a na asa karo.,Move ~a onto the ace of diamonds.,Move ~a to ace karo.,0.0
318,"Zestaw gier, będących wyzwaniem dla Twoich zdolności werbalnych, logicznego myślenia, liczenia czy zapamiętywania","Play games that challenge your logic, verbal, calculation and memory abilities","A set of games that challenge your verbal abilities, logical thinking, counting or memorizing",0.198
319,Bardziej zaawansowany edytor tekstu z setkami funkcji,Text editor with hundreds of functions,A more advanced text editor with hundreds of features,0.461
320,Filtr spamu oparty o analizę tekstową (działa z programem Evolution Mail),Spam filter using text analysis (works with Evolution Mail),Text-based spam filter (works with Evolution Mail),0.355
321,Nie dodaje nowych śladów do zgłoszenia tylko wypisuje je na standardowe wyjście.,"Do not put the new traces into the report, but write them to stdout.",It does not add new traces to the application but writes them out to the standard output.,0.0
322,"Narzędzie do przeglądania i obróbki ""surowych"" zdjęć z aparatów cyfrowych",A utility to read and manipulate raw images from digital cameras,"A tool for viewing and processing ""raw"" photos from digital cameras",0.0
323,"W pełni funkcjonalny odtwarzacz muzyki, wideo, klient podcast i bittorrent","Fully featured video and music player, podcast client, and bittorrent client","Full-featured music, video, podcast and bittorrent client",0.0
324,"Gra typu puzzle, zawierająca zawikłane grafy planarne",Puzzle game involving untangling planar graphs,A puzzle game with intricate planar graphs,0.0
325,Należy umieścić coś w pustym miejscu po prawej stronie tableau,Move something onto an empty right-hand tableau slot,Put something in an empty space on the right side of the tableau,0.0
326,"Oprogramowanie do trójwymiarowej topologii, rozmaitości i teorii powierzchni normalnej",Software for 3-manifold topology and normal surface theory,"Software for three-dimensional topology, variety and normal surface theory",0.377
327,Niewielka gra zręcznościowa typu shoot-'em-up dla jednego lub dwóch graczy,Little shoot-'em-up arcade game for one or two player,Small shoot-'em-up arcade game for one or two players,0.726
328,"Formuj linie, usuwając kolorowe piłeczki z tablicy",Remove colored balls from the board by forming lines,Form lines by removing colored balls from the board,0.485
329,Tworzy i kopiuje płyty CD i DVD,Create and copy CDs and DVDs,Creates and copies CDs and DVDs,0.0
330,Prosty w obsłudze interfejs do tworzenia kopii zapasowych,Backup your data with an easy to use user interface,Easy-to-use backup interface,0.0
331,Należy umieścić czwórkę pik obok trójki pik.,Place the four of spades next to the three of spades.,Place the four spades next to the three peaks.,0.469
332,Wyświetla informacje i powiadomienia o nowo wykrytych urządzeniach Bluetooth,Information and notification of new discovered bluetooth devices,Displays information and notifications about newly detected Bluetooth devices,0.0
333,Programiści zostali już poinformowani o tym problemie. Dziękujemy!,This problem was already reported to developers. Thank you!,Developers have already been informed about this problem. Thank you!,0.0
334,"Nie ma oczekujących zgłoszeń awarii. Proszę użyć opcji --help, aby uzyskać więcej informacji.",No pending crash reports. Try --help for more information.,There are no pending crash reports. Please use the --help option for more information.,0.256
335,Przeszukuje bazy danych i pobiera z nich dokumenty,Query NCBI databases and retrieve documents,Searches databases and retrieves documents from them,0.0
336,Klient wymiany plików sieci Direct Connect,A file-sharing client for the Direct Connect network,Direct Connect File Exchange Client,0.0
337,"Użytkownik nie jest autorem tego zgłoszenia o błędzie. O wiele łatwiej oznaczyć błąd jako duplikat innego, niż przenieść swoje komentarze i załączniki do nowego błędu. Z tego powodu zaleca się wysłanie nowego zgłoszenia błędu używając narzędzia ""apport-bug"" i dodanie komentarza do tego zgłoszenia na temat błędu już zgłoszonego. Kontynuować?","You are not the reporter of this problem report. It is much easier to mark a bug as a duplicate of another than to move your comments and attachments to a new bug. Subsequently, we recommend that you file a new bug report using ""apport-bug"" and make a comment in this bug about the one you file. Do you really want to proceed?","You are not the author of this bug report. It's much easier to mark an error as a duplicate other than to move your comments and attachments to a new error. For this reason, it is recommended that you send a new bug report using the ""apport-bug"" tool and add a comment to this bug report about an error that has already been reported. Continue?",0.332
338,Należy umieścić dziesiątkę trefl obok dziewiątki trefl.,Place the ten of clubs next to the nine of clubs.,You should place ten clubs next to nine clubs.,0.0
339,Instalacja nowych motywów kart z pakietów w repozytoriach dystrybucji,Install new card themes from the distribution packages repositories,Installing new card themes from packages in distribution repositories,0.343
340,"Gra o manii, melancholii i procesach twórczych","game about mania, melancholia, and the creative process","A game about mania, melancholy and creative processes",0.0
341,Tworzy pakiety serwisowe do współdzielenia z innymi komputerami,Create service packs for sharing with other computers,Creates service packs to share with other computers,0.0
342,Określony proces nie jest własnością bieżącego użytkownika. Proszę uruchomić ten program jako właściciel procesu lub jako administrator.,The specified process does not belong to you. Please run this program as the process owner or as root.,The specified process is not owned by the current user. Please run this program as the owner of the process or as an administrator.,0.29
343,Blob Wars : Blob And Conquer,Blob Wars : Blob And Conquer,Blob Wars: Blob And Conquer,1.0
344,Niesamowity pogłos przez kokkinizita - więcej huku na bajt,amazing reverb by kokkinizita - more bang per byte,Amazing reverberation by kokkinizita - more bang per byte,0.707
345,Należy umieścić waleta pik obok dziesiątki pik.,Place the jack of spades next to the ten of spades.,A jack of spades should be placed next to a dozen peaks.,0.0
346,Należy umieścić siódemkę kier obok szóstki kier.,Place the seven of hearts next to the six of hearts.,You should place the seven hearts next to the six hearts.,0.483
347,"Wykonuj obliczenia, analizuj informacje lub zarządzaj listami danych w arkuszach kalkulacyjnych za pomocą Calc.","Perform calculations, analyze information and manage lists in spreadsheets by using Calc.","Perform calculations, analyze information, or manage lists of data in spreadsheets with Calc.",0.271
348,Nie można ustalić bieżących parametrów swparams dla odtwarzania: %s,Unable to determine current swparams for playback: %s,Cannot set current swparams parameters for playback: %s,0.0
349,"Użytkownik nie jest autorem lub subskrybentem tego zgłoszenia o błędzie lub zgłoszenie jest duplikatem albo zostało już zamknięte. Proszę zgłosić błąd używając narzędzia ""apport-bug"".","You are not the reporter or subscriber of this problem report, or the report is a duplicate or already closed. Please create a new report using ""apport-bug"".","You are not the author or subscriber of this bug report, or the report is a duplicate or has already been closed. Please report a bug using the ""apport-bug"" tool.",0.43
350,Sprawdza tłumaczenia słów w angielskim słowniku catalan,Search words in an catalan - english dictionary,Checks translations of words in the English catalan dictionary,0.0
351,Nie można ustawić trybu progowego dla odtwarzania: %s,Unable to set start threshold mode for playback: %s,Cannot set the playback threshold mode: %s,0.0
352,Zmiana głośności dźwięku i zdarzeń dźwiękowych,Change sound volume and sound events,Change the volume of sound and sound events,0.0
353,Archiwizacja danych na płytach DVD z weryfikacją poprawności,Full and incremental backup to DVD with verify,Archiving data on DVDs with validation,0.0
354,Serwer plików audio dla sieci lokalnych. Dziel się muzyką z bliskimi przyjaciółmi,Share your music with close friends,Audio file server for local networks. Share music with close friends,0.234
355,Prosty frontend do łączenia się ze zdalnymi systemami plików,A simple frontend to easily connect to remote filesystems,Simple frontend to connect to remote file systems,0.0
356,"Błąd: profil %s zawiera elementy zasad, które nie są używane w bieżącym \t jądrze systemu: zakresy znaków ""*"", ""?"" oraz zmiany nie są dozwolone. \t znak ""**"" może być użyty tylko na końcu reguły.","ERROR profile %s contains policy elements not usable with this kernel: \t'*', '?', character ranges, and alternations are not allowed. \t'**' may only be used at the end of a rule.","Error: The %s profile contains policy elements that are not used in the current \t kernel: ranges of ""*"", ""?"" and changes are not allowed. \t the character ""**"" can only be used at the end of the rule.",0.291
357,Tłumaczy oraz lokalizuje aplikacje i biblioteki,Translate and localize applications and libraries,Translates and localizes apps and libraries,0.0
358,Należy umieścić siódemkę karo obok szóstki karo.,Place the seven of diamonds next to the six of diamonds.,Place the karo seven next to the karo six.,0.0
359,Aplikacja do pobierania i wysyłania napisów do filmów,Application to download/upload subtitles of your movies.,An app to download and upload subtitles for videos,0.0
360,"Wskocz na swoich przeciwników, aby eksplodowali!",Jump on your opponents to make them explode,Jump on your opponents to explode!,0.541
361,Edytor napisów do filmów dla GNOME,Video subtitling for the GNOME desktop,Video subtitle editor for GNOME,0.0
362,Nie można ustawić dostępnego minimum odtwarzania: %s,Unable to set avail min for playback: %s,Unable to set the available playback minimum: %s,0.0
363,Zmiana ustawień aktualizacji oprogramowania oraz aktywacja i wyłączanie jego źródeł,Change software update preferences and enable or disable software sources,Change software update settings and activate or disable software sources,0.393
364,Multimedialny program wspomagający rozwój intelektualny dzieci,"A media-rich model, simulation construction kit and authoring tool",Multimedia program supporting the intellectual development of children,0.0
365,Binarny sterownik nVidia X.Org (wersja 173),NVidia binary X.Org driver ('version 173' driver),nVidia binary driver X.Org (v173),0.0
366,"Kolorowa, oryginalna gra logiczna, wciągająca na długie godziny",Colorful Logic game with arcade and tactics modes,"Colorful, original puzzle game, addictive for hours",0.0
367,Wykres spektralny i demodulator danych radia IQ,Spectrum display and demodulator of IQ radio data,Spectral graph and IQ radio data demodulator,0.0
368,Błąd: nie można wykonać %s. Zatrzymywanie.,Error: %s is not an executable. Stopping.,Error: %s could not be executed. Stop.,0.0
369,Należy przenieść ~a na dziesiątkę trefl.,Move ~a onto the ten of clubs.,It should be transferred ~a to ten clubs.,0.0
370,"Tworzenie, modyfikacja i kasowanie udziałów serwerowych Samby","Create, modify, and delete samba shares","Create, modify, and delete Samba server shares",0.673
371,Zestaw programów do identyfikacji różnic w API i pracy z bibliotekami Mono,Identify differences in the API exposed by mono library assemblies.,A set of programs to identify differences in the API and work with Mono libraries,0.249
372,"Najlepszy program do szybkiego uruchamiania aplikacji, jakiego nie kupisz za żadne pieniądze.",The finest dock no money can buy.,The best program for quick launch of applications that you will not buy for any money.,0.0
373,"Zgłoszenie błędu dotyczy programu, który nie jest już zainstalowany.",This problem report applies to a program which is not installed any more.,The bug report is for a program that is no longer installed.,0.0
374,Proszę wprowadzić dane swojego konta w systemie śledzenia błędów %s,Please enter your account information for the %s bug tracking system,Please enter your account details in the %s error tracking system,0.317
375,"Pozwala zapobiegać urazom na skutek chronicznego przeciążenia organizmu ( RSI ), u osób pracujących przy komputerze",Assists in the prevention and recovery of Repetitive Strain Injury (RSI),"It allows you to prevent injuries due to chronic overload of the body (RSI), in people working at the computer",0.0
376,X Terminal z obsługą Thai (TIS-620 encoding),X Terminal that supports Thai (TIS-620 encoding),X Thai Terminal (TIS-620 encoding),0.0
377,Należy przenieść ~a na puste narożne miejsce.,Move ~a onto an empty corner slot.,Move ~a to an empty corner space.,0.0
378,zmiana formatu przechwytywania strumienia? próba naprawy...,capture stream format change? attempting recover...,changing the format of stream capture? attempt to repair...,0.0
379,Należy umieścić piątkę trefl obok czwórki trefl.,Place the five of clubs next to the four of clubs.,Five clubs should be placed next to the four clubs.,0.27
380,"Przeglądarka archiwów komiksów (cbz, cbr, cbt), wyposażona w wiele specyficznych funkcji","QComicBook is a viewer for comic book archives (cbz, cbr, cbt). QComicBook has specific features like page preview, thumbnails view, bookmarks, manga mode for easing comicbook reading.","Comic book archive viewer (cbz, cbr, cbt), equipped with many specific functions",0.0
381,Interfejs użytkownika multimedialnego centrum Plasma framework,A mediacenter user interface written with the Plasma framework,Plasma Framework Multimedia Center User Interface,0.0
382,"Komputer nie posiada wystarczającej ilości wolnej pamięci, aby automatycznie przeanalizować problem i zgłosić błąd do twórców programu.",Your computer does not have enough free memory to automatically analyze the problem and send a report to the developers.,The computer does not have enough free memory to automatically analyze the problem and report the error to the developers of the program.,0.606
383,"Aby uzyskać dostęp do raportów o błędach systemowych, należy wprowadzić hasło",Please enter your password to access problem reports of system programs,"To access system error reports, enter a password",0.0
384,Program do ćwiczenia pamięci i pomocy z zapamiętywaniu (nauce),An intelligent spaced-repetition memory training program,A program to practice memory and help with memorization (learning),0.0
385,"%s: Nie znaleziono nazwy pliku w linii %d standardowego wejścia, przerwanie pracy","%s: No filename found in line %d of standard input, aborting","%s: File name not found in line %d of standard input, work interruption",0.492
386,Otwarcie %s nie powiodło się - %s,Unable to open %s - %s,Opening %s failed - %s,0.0
387,Gra Puzzle w stylu solomon's key,Puzzle game in the spirit of solomon's key,Puzzle game in the style of solomon's key,0.5
388,SDL-Port of Wolfenstein 3-D and Spear of Destiny,SDL-Port of Wolfenstein 3-D and Spear of Destiny,SDL-Port of Wolfenstein 3-D and Spear of Destiny,1.0
389,Należy przenieść ~a na króla karo.,Move ~a onto the king of diamonds.,It should be transferred ~a to king karo.,0.0
390,"Można teraz uruchomić przeglądarkę internetową, albo wkleić ten adres URL do przeglądarki na innym komputerze.","You can launch a browser now, or copy this URL into a browser on another computer.","You can now launch a web browser, or paste this URL into a browser on another computer.",0.518
391,Nauka programowania w języku BASIC w środowisku zaprojektowanym dla małych dzieci,Learn BASIC in an environment designed for young children,Learning BASIC programming in an environment designed for young children,0.672
392,Open Cubic Player 0.1.20 dla systemu UNIX,Open Cubic Player 0.1.20 for UNIX,Open Cubic Player 0.1.20 for UNIX,1.0
393,Animator sieci oparty na Qt4 z ns-3,Network animator based on Qt4 working with ns-3,Qt4-based network animator with ns-3,0.0
394,Trójwymiarowy FPS (strzelanka) z wysokiej jakości efektami graficznymi,A networked 3D first person shooter game with high-quality graphic effects,Three-dimensional FPS (shooter) with high-quality graphic effects,0.248
395,Gra w Puzzle inspirowana puzzlami Einsteina,"""Puzzle game inspired on Einstein's puzzle""",Puzzle game inspired by Einstein's puzzles,0.0
396,36 rodzajów puzzli dla całej rodziny,36 puzzle games for all the family,36 types of puzzles for the whole family,0.0
397,Zarządzanie uruchomionymi procesami i zasobami systemu oraz sieci,View current processes and monitor system state,Management of running processes and system and network resources,0.0
398,Tworzenie dysków startowych za pomocą obrazu płyty CD,Create a startup disk using a CD or disc image,Create startup disks by using a CD image,0.0
399,Nagrywa dźwięk z wejścia audio i zapisuje go w postaci nut,Create scores on-the-fly by recording from mic,Records audio from the audio input and saves it as sheet music,0.0
400,Należy przenieść ~a na damę kier.,Move ~a onto the queen of hearts.,It should be transferred to the lady of hearts.,0.0
401,Nieobsługiwany format WAV %d dla %s,Unsupported WAV format %d for %s,Unsupported WAV format %d for %s,1.0
402,Edytor napisów do filmów oparty o GStreamera i GTK+,A subtitle editor based on GStreamer and Gtk+,Subtitle editor for movies based on GStreamer and GTK+,0.525
403,Ignorowanie przyszłych błędów tej wersji programu,Ignore future problems of this program version,Ignoring future bugs in this version of the program,0.0
404,"Gra w stylu Yahtzee z otwartym kodem źródłowym, napisana w C#",An open source Yahtzee like game written in C#,"Yahtzee-style open source game, written in C #",0.355
405,Szybkie i lekkie zintegrowane środowisko programistyczne GTK2,A fast and lightweight IDE using GTK2,Fast and lightweight GTK2 integrated development environment,0.0
406,Słownik StarDict oparty o bibliotekę Qt,QStarDict is Qt version of StarDict,StarDict dictionary based on Qt library,0.0
407,Zarządzanie bazą danych nośników wymiennych bez potrzeby łączenia ich z komputerem.,"GWhere allows one to manage a database of your CDs and other removable media (hard disks, floppy drive, Zip drive, CD-ROM, etc...). With GWhere it's easy to browse yours CDs or to make quick search without need to insert yours CDs in the drive repeatedly.",Manage the removable media database without having to connect it to your computer.,0.0
408,"%s: błąd przy usuwaniu dostępowego acl dla ""%s"": %s","%s: error removing access acl on ""%s"": %s","%s: error when removing access acl for ""%s"": %s",0.0
409,"Zarządzaj muzyką, filmami i obrazami na iPodzie","Manage music, video and photos on an Apple iPod","Manage music, videos and images on iPod",0.0
410,Tworzy proste wykresy danych w dwuwymiarowym układzie współrzędnych,Produce simple xy-plots of scientific data,Creates simple data charts in a two-dimensional coordinate system,0.0
411,"Pomoc w debugowaniu, modyfikacji i tworzeniu kodów, dzięki możliwości jego podświetlania","Develop, modify or debug a source-highlight definition file","Help in debugging, modifying and creating codes, thanks to the possibility of its highlighting",0.0
412,"Nagrywaj, miksuj i obrabiaj wielościeżkowe pliki dźwiękowe","Record, mix and master multi-track audio","Record, mix and process multi-track audio files",0.0
413,Trójwymiarowy interfejs graficzny do analizy danych naukowych,Valued point cloud visualisation and analysis,Three-dimensional graphical interface for scientific data analysis,0.0
414,Gra Drill do nauki japońskich znaków Kana,Drill game to learn Japanese kana characters,Drill game to learn Japanese Kana characters,1.0
415,Wysyłanie i odbieranie poczty z Thunderbird,Send and receive mail with Thunderbird,Send and receive mail from Thunderbird,0.537
416,%s: Usunięcie wiodącego '/' ze ścieżek bezwzględnych,%s: Removing leading '/' from absolute path names,%s: Remove the leading '/' from absolute paths,0.0
417,"Klient komunikatora MSN, Gtalk oraz Facebook","Instant messaging client for MSN, Gtalk and Facebook","MSN, Gtalk and Facebook messenger client",0.366
418,"Cofa, aż będzie jest wystarczająco dużo kart, aby zapełnić wszystkie stosy na tableau",Undo until there are enough cards to fill all tableau piles,Undoes until there are enough cards to fill all the stacks on the tableau,0.532
419,Należy przenieść ~a na dwójkę kier.,Move ~a onto the two of hearts.,Move ~a to two hearts.,0.0
420,"Podaj nazwę pliku logów, generowanych przez valgrind",specify the log file name produced by valgrind,Enter the name of the log file generated by valgrind,0.0
